Tabela de observabilidade - Troianos - IAG


Iluninação da lua: 99.2 %


--------------------------------------------------------------------------------------------------------------------------------------------------------


Objeto                           |  mag  | 18:00 | 19:00 | 20:00 | 21:00 | 22:00 | 23:00 | 00:00 | 01:00 | 02:00 | 03:00 | 04:00 | 05:00 | 06:00 |
469505 (2003 FE128)                	| RA, DEC 16 52 17.10 -19 03 32.2	| EL, AZ: 79.9  288.0	| Mag: 22.1 	| moon_dis: 40.2 
(2007 JF45)                        	| RA, DEC 17 55 01.61 -12 14 01.7	| EL, AZ: 78.4  28.0 	| Mag: 22.1 	| moon_dis: 56.2 
(2001 KA77)                        	| RA, DEC 18 23 38.60 -16 14 19.9	| EL, AZ: 76.5  64.4 	| Mag: 22.1 	| moon_dis: 62.1 
(2013 JQ64)                        	| RA, DEC 16 30 39.68 -19 42 56.3	| EL, AZ: 75.2  277.9	| Mag: 24.3 	| moon_dis: 35.1 
38628 Huya (2000 EB173)            	| RA, DEC 17 53 38.34 -07 43 05.1	| EL, AZ: 74.4  19.4 	| Mag: 19.6 	| moon_dis: 56.9 
28978 Ixion (2001 KX76)            	| RA, DEC 18 40 09.20 -32 13 53.6	| EL, AZ: 72.2  126.5	| Mag: 19.4 	| moon_dis: 63.7 
523692 (2014 EZ51)                 	| RA, DEC 16 11 53.12 -27 42 49.5	| EL, AZ: 71.0  249.8	| Mag: 21.3 	| moon_dis: 31.5 
50000 Quaoar (2002 LM60)           	| RA, DEC 18 50 20.85 -14 49 35.0	| EL, AZ: 70.1  70.5 	| Mag: 18.9 	| moon_dis: 68.7 
5145 Pholus (1992 AD)              	| RA, DEC 18 51 16.21 -14 27 12.5	| EL, AZ: 69.8  69.8 	| Mag: 22.1 	| moon_dis: 69.0 
40314 (1999 KR16)                  	| RA, DEC 17 02 02.14 -03 13 56.3	| EL, AZ: 69.3  337.6	| Mag: 21.0 	| moon_dis: 46.1 
174567 Varda (2003 MW12)           	| RA, DEC 18 01 48.20 -01 41 06.3	| EL, AZ: 68.0  19.5 	| Mag: 20.2 	| moon_dis: 60.7 
(2013 SV99)                        	| RA, DEC 16 45 15.92 -02 54 58.0	| EL, AZ: 67.3  327.7	| Mag: 25.5 	| moon_dis: 42.3 
523705 (2014 HE200)                	| RA, DEC 15 56 16.63 -18 51 12.3	| EL, AZ: 67.2  274.6	| Mag: 21.9 	| moon_dis: 27.0 
90568 Goibniu (2004 GV9)           	| RA, DEC 15 50 15.76 -24 28 25.0	| EL, AZ: 66.4  260.0	| Mag: 20.0 	| moon_dis: 26.1 
53311 Deucalion (1999 HU11)        	| RA, DEC 15 48 45.36 -20 04 20.0	| EL, AZ: 65.7  270.7	| Mag: 23.0 	| moon_dis: 25.2 
559182 (2015 BZ518)                	| RA, DEC 15 46 13.81 -23 01 42.2	| EL, AZ: 65.5  263.4	| Mag: 21.5 	| moon_dis: 24.9 
545293 (2011 FX62)                 	| RA, DEC 15 52 06.34 -34 17 14.5	| EL, AZ: 65.0  236.2	| Mag: 21.9 	| moon_dis: 29.8 
469442 (2002 GG166)                	| RA, DEC 19 19 58.27 -29 44 34.6	| EL, AZ: 65.0  112.3	| Mag: 20.2 	| moon_dis: 72.5 
120216 (2004 EW95)                 	| RA, DEC 16 21 32.49 -43 52 59.5	| EL, AZ: 64.1  210.1	| Mag: 21.1 	| moon_dis: 39.6 
763666 (2012 HX87)                 	| RA, DEC 15 39 07.76 -26 57 23.0	| EL, AZ: 63.9  254.2	| Mag: 22.6 	| moon_dis: 24.3 
556004 (2014 HA200)                	| RA, DEC 15 48 04.16 -10 03 51.1	| EL, AZ: 62.0  292.0	| Mag: 21.2 	| moon_dis: 26.5 
674118 (2015 KH162)                	| RA, DEC 16 16 41.19 -00 47 42.9	| EL, AZ: 61.5  316.8	| Mag: 22.1 	| moon_dis: 36.7 
523713 (2014 JX80)                 	| RA, DEC 18 07 46.92 +05 01 22.1	| EL, AZ: 61.2  18.1 	| Mag: 22.0 	| moon_dis: 64.4 
667474 (2011 JX31)                 	| RA, DEC 19 40 50.63 -19 54 05.7	| EL, AZ: 60.1  90.9 	| Mag: 24.1 	| moon_dis: 79.3 
65489 Ceto (2003 FX128)            	| RA, DEC 16 13 12.03 +00 32 17.3	| EL, AZ: 59.9  317.1	| Mag: 23.1 	| moon_dis: 36.6 
307261 Mani (2002 MS4)             	| RA, DEC 19 19 14.17 -04 54 00.5	| EL, AZ: 58.8  59.4 	| Mag: 20.4 	| moon_dis: 78.2 
574372 (2010 JO179)                	| RA, DEC 17 08 22.15 +08 30 28.7	| EL, AZ: 58.4  348.3	| Mag: 21.8 	| moon_dis: 52.5 
(2013 PQ37)                        	| RA, DEC 16 22 15.69 +08 55 43.7	| EL, AZ: 54.1  329.1	| Mag: 23.5 	| moon_dis: 43.2 
95626 (2002 GZ32)                  	| RA, DEC 20 09 26.02 -22 40 58.6	| EL, AZ: 54.0  97.9 	| Mag: 20.2 	| moon_dis: 84.9 
(2010 FX86)                        	| RA, DEC 15 09 13.64 -43 32 39.0	| EL, AZ: 53.7  225.8	| Mag: 21.2 	| moon_dis: 29.9 
471143 Dziewanna (2010 EK139)      	| RA, DEC 15 16 17.13 -48 29 44.1	| EL, AZ: 52.5  217.5	| Mag: 19.5 	| moon_dis: 34.7 
15810 Arawn (1994 JR1)             	| RA, DEC 20 19 20.52 -18 01 41.0	| EL, AZ: 50.8  91.1 	| Mag: 23.5 	| moon_dis: 88.5 
(2014 GE54)                        	| RA, DEC 15 18 43.08 -00 16 04.5	| EL, AZ: 50.5  299.5	| Mag: 22.8 	| moon_dis: 25.2 
661238 (2004 DA62)                 	| RA, DEC 15 00 58.44 -50 57 47.7	| EL, AZ: 49.1  216.1	| Mag: 19.6 	| moon_dis: 35.8 
(2016 VF1)                         	| RA, DEC 15 14 49.44 +01 54 29.6	| EL, AZ: 48.4  301.3	| Mag: 23.2 	| moon_dis: 26.0 
(2010 EL139)                       	| RA, DEC 14 31 18.23 -39 15 43.0	| EL, AZ: 48.1  235.5	| Mag: 21.2 	| moon_dis: 23.0 
(2009 JE19)                        	| RA, DEC 15 23 21.18 +04 59 31.5	| EL, AZ: 48.1  306.9	| Mag: 21.3 	| moon_dis: 29.7 
470309 (2007 JK43)                 	| RA, DEC 18 58 22.80 +16 07 26.3	| EL, AZ: 46.1  30.2 	| Mag: 21.8 	| moon_dis: 80.0 
495613 (2015 FG345)                	| RA, DEC 14 49 15.41 -02 42 17.5	| EL, AZ: 45.7  290.4	| Mag: 21.3 	| moon_dis: 18.4 
(2014 FC69)                        	| RA, DEC 14 13 14.03 -30 10 06.5	| EL, AZ: 45.0  249.1	| Mag: 24.1 	| moon_dis: 13.3 
525462 (2005 EO304)                	| RA, DEC 14 25 35.68 -11 21 52.8	| EL, AZ: 44.1  275.8	| Mag: 22.5 	| moon_dis: 8.0  
120132 (2003 FY128)                	| RA, DEC 14 11 21.71 -24 01 47.2	| EL, AZ: 44.0  257.6	| Mag: 20.9 	| moon_dis: 7.2  
55576 Amycus (2002 GB10)           	| RA, DEC 20 50 55.66 -19 39 12.8	| EL, AZ: 43.9  95.9 	| Mag: 21.7 	| moon_dis: 95.1 
319 Leona (A891 TA)                	| RA, DEC 14 23 23.33 -06 21 22.7	| EL, AZ: 41.6  281.9	| Mag: 15.9 	| moon_dis: 11.9 
471149 (2010 FB49)                 	| RA, DEC 14 32 50.10 -00 27 50.9	| EL, AZ: 41.0  290.3	| Mag: 21.5 	| moon_dis: 18.2 
678191 (2017 OF69)                 	| RA, DEC 20 52 20.06 -03 25 37.4	| EL, AZ: 38.1  75.8 	| Mag: 20.8 	| moon_dis: 100.8
471325 Taowu (2011 KT19)           	| RA, DEC 15 41 27.32 +23 38 18.4	| EL, AZ: 36.5  327.7	| Mag: 22.4 	| moon_dis: 47.3 
(2014 TK34)                        	| RA, DEC 14 13 19.25 +01 14 17.5	| EL, AZ: 35.9  289.1	| Mag: 26.8 	| moon_dis: 18.6 
--------------------------------------------------------------------------------------------------------------------------------------------------------


Local Time: 2026-05-01 04:00 -- UTC: 2026-05-01 07:00
(2005 LB54)                        	| RA, DEC 18 11 43.40 -23 10 26.0	| EL, AZ: 85.1  261.6	| Mag: 22.0 	| moon_dis: 57.9 
119951 (2002 KX14)                 	| RA, DEC 18 05 57.55 -23 32 58.0	| EL, AZ: 83.7  259.4	| Mag: 20.7 	| moon_dis: 56.6 
(2001 KA77)                        	| RA, DEC 18 23 38.51 -16 14 19.5	| EL, AZ: 83.3  340.2	| Mag: 22.1 	| moon_dis: 61.8 
50000 Quaoar (2002 LM60)           	| RA, DEC 18 50 20.78 -14 49 34.7	| EL, AZ: 81.2  28.6 	| Mag: 18.9 	| moon_dis: 68.3 
5145 Pholus (1992 AD)              	| RA, DEC 18 51 16.09 -14 27 12.2	| EL, AZ: 80.8  28.8 	| Mag: 22.1 	| moon_dis: 68.6 
28978 Ixion (2001 KX76)            	| RA, DEC 18 40 09.09 -32 13 54.5	| EL, AZ: 80.2  170.9	| Mag: 19.4 	| moon_dis: 63.3 
278361 (2007 JJ43)                 	| RA, DEC 17 39 22.10 -25 07 56.4	| EL, AZ: 77.5  255.3	| Mag: 20.7 	| moon_dis: 50.4 
469442 (2002 GG166)                	| RA, DEC 19 19 58.24 -29 44 36.0	| EL, AZ: 77.2  126.6	| Mag: 20.2 	| moon_dis: 72.1 
469506 (2003 FF128)                	| RA, DEC 17 35 46.27 -23 01 47.1	| EL, AZ: 76.8  265.0	| Mag: 21.9 	| moon_dis: 49.7 
471172 (2010 JC80)                 	| RA, DEC 17 34 24.66 -25 00 37.1	| EL, AZ: 76.4  256.5	| Mag: 21.2 	| moon_dis: 49.3 
(2007 JF45)                        	| RA, DEC 17 55 01.49 -12 14 01.1	| EL, AZ: 76.3  317.1	| Mag: 22.1 	| moon_dis: 55.8 
667474 (2011 JX31)                 	| RA, DEC 19 40 50.60 -19 54 05.7	| EL, AZ: 74.0  83.5 	| Mag: 24.1 	| moon_dis: 78.9 
(2015 KK178)                       	| RA, DEC 17 28 11.27 -14 34 48.0	| EL, AZ: 72.7  294.5	| Mag: 22.3 	| moon_dis: 48.9 
38628 Huya (2000 EB173)            	| RA, DEC 17 53 38.18 -07 43 04.0	| EL, AZ: 72.4  325.8	| Mag: 19.6 	| moon_dis: 56.6 
470308 (2007 JH43)                 	| RA, DEC 17 15 33.09 -27 53 50.1	| EL, AZ: 71.7  248.9	| Mag: 21.0 	| moon_dis: 45.1 
307261 Mani (2002 MS4)             	| RA, DEC 19 19 14.12 -04 53 59.6	| EL, AZ: 69.1  33.9 	| Mag: 20.4 	| moon_dis: 77.8 
174567 Varda (2003 MW12)           	| RA, DEC 18 01 48.10 -01 41 05.4	| EL, AZ: 67.8  338.8	| Mag: 20.2 	| moon_dis: 60.3 
95626 (2002 GZ32)                  	| RA, DEC 20 09 26.07 -22 40 59.3	| EL, AZ: 67.8  94.9 	| Mag: 20.2 	| moon_dis: 84.5 
(2006 HW122)                       	| RA, DEC 16 50 00.69 -23 10 55.3	| EL, AZ: 66.3  263.3	| Mag: 23.3 	| moon_dis: 39.2 
469505 (2003 FE128)                	| RA, DEC 16 52 16.91 -19 03 31.8	| EL, AZ: 66.2  273.6	| Mag: 22.1 	| moon_dis: 39.8 
15810 Arawn (1994 JR1)             	| RA, DEC 20 19 20.53 -18 01 40.9	| EL, AZ: 64.7  84.4 	| Mag: 23.5 	| moon_dis: 88.1 
523713 (2014 JX80)                 	| RA, DEC 18 07 46.81 +05 01 23.7	| EL, AZ: 61.7  346.5	| Mag: 22.0 	| moon_dis: 64.1 
(2013 JQ64)                        	| RA, DEC 16 30 39.54 -19 42 56.1	| EL, AZ: 61.4  269.8	| Mag: 24.3 	| moon_dis: 34.7 
40314 (1999 KR16)                  	| RA, DEC 17 02 01.96 -03 13 54.9	| EL, AZ: 60.7  307.8	| Mag: 21.0 	| moon_dis: 45.8 
523692 (2014 EZ51)                 	| RA, DEC 16 11 52.96 -27 42 49.3	| EL, AZ: 57.8  253.3	| Mag: 21.3 	| moon_dis: 31.1 
55576 Amycus (2002 GB10)           	| RA, DEC 20 50 55.73 -19 39 12.4	| EL, AZ: 57.8  91.2 	| Mag: 21.7 	| moon_dis: 94.7 
(2013 SV99)                        	| RA, DEC 16 45 15.20 -02 54 53.2	| EL, AZ: 57.3  302.9	| Mag: 25.5 	| moon_dis: 42.0 
120216 (2004 EW95)                 	| RA, DEC 16 21 32.14 -43 53 00.3	| EL, AZ: 55.6  223.6	| Mag: 21.1 	| moon_dis: 39.2 
523705 (2014 HE200)                	| RA, DEC 15 56 16.41 -18 51 11.5	| EL, AZ: 53.3  268.2	| Mag: 21.9 	| moon_dis: 26.6 
545293 (2011 FX62)                 	| RA, DEC 15 52 06.04 -34 17 13.9	| EL, AZ: 53.0  242.3	| Mag: 21.9 	| moon_dis: 29.5 
90568 Goibniu (2004 GV9)           	| RA, DEC 15 50 15.55 -24 28 24.2	| EL, AZ: 52.8  258.6	| Mag: 20.0 	| moon_dis: 25.7 
574372 (2010 JO179)                	| RA, DEC 17 08 22.04 +08 30 29.6	| EL, AZ: 52.7  323.8	| Mag: 21.8 	| moon_dis: 52.3 
53311 Deucalion (1999 HU11)        	| RA, DEC 15 48 45.17 -20 04 19.4	| EL, AZ: 51.8  265.6	| Mag: 23.0 	| moon_dis: 24.9 
559182 (2015 BZ518)                	| RA, DEC 15 46 13.63 -23 01 41.8	| EL, AZ: 51.7  260.8	| Mag: 21.5 	| moon_dis: 24.6 
678191 (2017 OF69)                 	| RA, DEC 20 52 20.09 -03 25 36.4	| EL, AZ: 51.2  65.4 	| Mag: 20.8 	| moon_dis: 100.4
470309 (2007 JK43)                 	| RA, DEC 18 58 22.70 +16 07 29.8	| EL, AZ: 50.8  9.5  	| Mag: 21.8 	| moon_dis: 79.7 
763666 (2012 HX87)                 	| RA, DEC 15 39 07.54 -26 57 22.4	| EL, AZ: 50.5  254.3	| Mag: 22.6 	| moon_dis: 23.9 
674118 (2015 KH162)                	| RA, DEC 16 16 41.06 -00 47 42.1	| EL, AZ: 50.4  298.4	| Mag: 22.1 	| moon_dis: 36.5 
65489 Ceto (2003 FX128)            	| RA, DEC 16 13 11.86 +00 32 18.3	| EL, AZ: 48.9  299.3	| Mag: 23.1 	| moon_dis: 36.4 
556004 (2014 HA200)                	| RA, DEC 15 48 03.99 -10 03 50.3	| EL, AZ: 48.7  280.5	| Mag: 21.2 	| moon_dis: 26.2 
(2013 PQ37)                        	| RA, DEC 16 22 14.67 +08 55 56.0	| EL, AZ: 45.1  310.8	| Mag: 23.5 	| moon_dis: 43.0 
471143 Dziewanna (2010 EK139)      	| RA, DEC 15 16 16.79 -48 29 44.0	| EL, AZ: 43.4  223.5	| Mag: 19.5 	| moon_dis: 34.5 
(2010 FX86)                        	| RA, DEC 15 09 13.40 -43 32 38.6	| EL, AZ: 43.3  230.5	| Mag: 21.2 	| moon_dis: 29.6 
10199 Chariklo (1997 CU26)         	| RA, DEC 21 39 45.98 -04 19 00.8	| EL, AZ: 41.3  75.0 	| Mag: 19.4 	| moon_dis: 111.3
661238 (2004 DA62)                 	| RA, DEC 15 00 55.49 -50 57 59.3	| EL, AZ: 40.4  221.2	| Mag: 19.6 	| moon_dis: 35.5 
470599 (2008 OG19)                 	| RA, DEC 21 58 04.07 -08 19 43.3	| EL, AZ: 38.8  82.2 	| Mag: 21.0 	| moon_dis: 114.0
(2014 GE54)                        	| RA, DEC 15 18 42.89 -00 16 03.5	| EL, AZ: 37.8  288.3	| Mag: 22.8 	| moon_dis: 25.0 
(2010 EL139)                       	| RA, DEC 14 31 17.96 -39 15 42.1	| EL, AZ: 36.6  236.8	| Mag: 21.2 	| moon_dis: 22.8 
(2009 JE19)                        	| RA, DEC 15 23 20.92 +04 59 32.9	| EL, AZ: 36.1  294.6	| Mag: 21.3 	| moon_dis: 29.6 
(2013 RQ98)                        	| RA, DEC 22 37 51.42 -41 07 38.1	| EL, AZ: 36.0  125.2	| Mag: 23.7 	| moon_dis: 104.5
(2016 VF1)                         	| RA, DEC 15 14 48.60 +01 54 32.3	| EL, AZ: 35.9  290.0	| Mag: 23.2 	| moon_dis: 25.9 
--------------------------------------------------------------------------------------------------------------------------------------------------------


Local Time: 2026-05-01 05:00 -- UTC: 2026-05-01 08:00
667474 (2011 JX31)                 	| RA, DEC 19 40 50.57 -19 54 05.7	| EL, AZ: 86.8  33.9 	| Mag: 24.1 	| moon_dis: 78.4 
469442 (2002 GG166)                	| RA, DEC 19 19 58.22 -29 44 37.5	| EL, AZ: 82.3  201.6	| Mag: 20.2 	| moon_dis: 71.7 
95626 (2002 GZ32)                  	| RA, DEC 20 09 26.12 -22 41 00.1	| EL, AZ: 81.6  92.2 	| Mag: 20.2 	| moon_dis: 84.1 
15810 Arawn (1994 JR1)             	| RA, DEC 20 19 20.54 -18 01 40.8	| EL, AZ: 78.3  69.1 	| Mag: 23.5 	| moon_dis: 87.7 
50000 Quaoar (2002 LM60)           	| RA, DEC 18 50 20.70 -14 49 34.4	| EL, AZ: 77.2  305.5	| Mag: 18.9 	| moon_dis: 67.9 
5145 Pholus (1992 AD)              	| RA, DEC 18 51 15.97 -14 27 12.0	| EL, AZ: 77.2  307.4	| Mag: 22.1 	| moon_dis: 68.2 
28978 Ixion (2001 KX76)            	| RA, DEC 18 40 08.98 -32 13 55.3	| EL, AZ: 74.8  227.6	| Mag: 19.4 	| moon_dis: 62.9 
(2001 KA77)                        	| RA, DEC 18 23 38.41 -16 14 19.2	| EL, AZ: 72.4  288.0	| Mag: 22.1 	| moon_dis: 61.3 
307261 Mani (2002 MS4)             	| RA, DEC 19 19 14.07 -04 53 58.8	| EL, AZ: 72.0  348.6	| Mag: 20.4 	| moon_dis: 77.4 
55576 Amycus (2002 GB10)           	| RA, DEC 20 50 55.80 -19 39 12.1	| EL, AZ: 71.6  84.3 	| Mag: 21.7 	| moon_dis: 94.2 
(2005 LB54)                        	| RA, DEC 18 11 43.29 -23 10 26.1	| EL, AZ: 71.3  264.1	| Mag: 22.0 	| moon_dis: 57.5 
119951 (2002 KX14)                 	| RA, DEC 18 05 57.42 -23 32 58.0	| EL, AZ: 69.9  262.8	| Mag: 20.7 	| moon_dis: 56.1 
(2007 JF45)                        	| RA, DEC 17 55 01.36 -12 14 00.5	| EL, AZ: 64.5  289.6	| Mag: 22.1 	| moon_dis: 55.4 
278361 (2007 JJ43)                 	| RA, DEC 17 39 21.96 -25 07 56.3	| EL, AZ: 63.9  258.5	| Mag: 20.7 	| moon_dis: 50.0 
469506 (2003 FF128)                	| RA, DEC 17 35 46.09 -23 01 47.0	| EL, AZ: 63.0  263.1	| Mag: 21.9 	| moon_dis: 49.3 
678191 (2017 OF69)                 	| RA, DEC 20 52 20.13 -03 25 35.4	| EL, AZ: 62.9  47.7 	| Mag: 20.8 	| moon_dis: 100.0
471172 (2010 JC80)                 	| RA, DEC 17 34 24.49 -25 00 37.1	| EL, AZ: 62.8  258.8	| Mag: 21.2 	| moon_dis: 48.9 
38628 Huya (2000 EB173)            	| RA, DEC 17 53 38.03 -07 43 03.0	| EL, AZ: 61.8  297.8	| Mag: 19.6 	| moon_dis: 56.2 
174567 Varda (2003 MW12)           	| RA, DEC 18 01 47.99 -01 41 04.4	| EL, AZ: 59.5  310.0	| Mag: 20.2 	| moon_dis: 59.9 
(2015 KK178)                       	| RA, DEC 17 28 11.12 -14 34 47.3	| EL, AZ: 59.4  279.5	| Mag: 22.3 	| moon_dis: 48.5 
470308 (2007 JH43)                 	| RA, DEC 17 15 32.92 -27 53 50.3	| EL, AZ: 58.5  252.9	| Mag: 21.0 	| moon_dis: 44.7 
523713 (2014 JX80)                 	| RA, DEC 18 07 46.69 +05 01 25.3	| EL, AZ: 55.4  320.2	| Mag: 22.0 	| moon_dis: 63.7 
10199 Chariklo (1997 CU26)         	| RA, DEC 21 39 46.19 -04 18 57.7	| EL, AZ: 54.4  63.7 	| Mag: 19.4 	| moon_dis: 110.8
(2006 HW122)                       	| RA, DEC 16 50 00.53 -23 10 55.1	| EL, AZ: 52.5  260.8	| Mag: 23.3 	| moon_dis: 38.7 
470599 (2008 OG19)                 	| RA, DEC 21 58 04.19 -08 19 42.6	| EL, AZ: 52.4  73.4 	| Mag: 21.0 	| moon_dis: 113.6
469505 (2003 FE128)                	| RA, DEC 16 52 16.73 -19 03 31.4	| EL, AZ: 52.4  267.6	| Mag: 22.1 	| moon_dis: 39.4 
470309 (2007 JK43)                 	| RA, DEC 18 58 22.61 +16 07 33.4	| EL, AZ: 50.4  346.7	| Mag: 21.8 	| moon_dis: 79.4 
40314 (1999 KR16)                  	| RA, DEC 17 02 01.78 -03 13 53.6	| EL, AZ: 48.6  292.2	| Mag: 21.0 	| moon_dis: 45.4 
(2013 JQ64)                        	| RA, DEC 16 30 39.41 -19 42 55.9	| EL, AZ: 47.5  264.9	| Mag: 24.3 	| moon_dis: 34.3 
(2013 RQ98)                        	| RA, DEC 22 37 51.61 -41 07 38.8	| EL, AZ: 47.2  126.7	| Mag: 23.7 	| moon_dis: 104.2
120216 (2004 EW95)                 	| RA, DEC 16 21 31.79 -43 53 01.1	| EL, AZ: 45.4  229.5	| Mag: 21.1 	| moon_dis: 38.9 
225088 Gonggong (2007 OR10)        	| RA, DEC 22 32 39.98 -10 00 23.6	| EL, AZ: 45.3  81.0 	| Mag: 21.5 	| moon_dis: 120.6
(2013 SV99)                        	| RA, DEC 16 45 14.48 -02 54 48.4	| EL, AZ: 44.8  289.5	| Mag: 25.5 	| moon_dis: 41.6 
523692 (2014 EZ51)                 	| RA, DEC 16 11 52.80 -27 42 49.1	| EL, AZ: 44.5  252.6	| Mag: 21.3 	| moon_dis: 30.7 
(2001 QW322)                       	| RA, DEC 22 39 11.93 -11 11 09.6	| EL, AZ: 44.3  83.4 	| Mag: 24.4 	| moon_dis: 121.5
363330 (2002 PQ145)                	| RA, DEC 22 34 52.56 -08 23 14.9	| EL, AZ: 44.2  79.2 	| Mag: 22.6 	| moon_dis: 121.8
574372 (2010 JO179)                	| RA, DEC 17 08 21.94 +08 30 30.4	| EL, AZ: 42.8  307.0	| Mag: 21.8 	| moon_dis: 51.9 
(2014 SR350)                       	| RA, DEC 23 04 22.34 -34 13 07.7	| EL, AZ: 42.7  116.3	| Mag: 23.8 	| moon_dis: 112.7
545293 (2011 FX62)                 	| RA, DEC 15 52 05.74 -34 17 13.3	| EL, AZ: 40.6  243.3	| Mag: 21.9 	| moon_dis: 29.1 
83982 Crantor (2002 GO9)           	| RA, DEC 23 02 10.61 -15 09 38.5	| EL, AZ: 40.2  90.9 	| Mag: 22.6 	| moon_dis: 124.2
(2014 TF86)                        	| RA, DEC 23 19 15.37 -39 15 52.0	| EL, AZ: 39.6  122.9	| Mag: 23.3 	| moon_dis: 111.2
523705 (2014 HE200)                	| RA, DEC 15 56 16.20 -18 51 10.7	| EL, AZ: 39.4  263.5	| Mag: 21.9 	| moon_dis: 26.2 
90568 Goibniu (2004 GV9)           	| RA, DEC 15 50 15.34 -24 28 23.5	| EL, AZ: 39.2  256.0	| Mag: 20.0 	| moon_dis: 25.3 
559182 (2015 BZ518)                	| RA, DEC 15 46 13.44 -23 01 41.4	| EL, AZ: 38.1  257.6	| Mag: 21.5 	| moon_dis: 24.1 
53311 Deucalion (1999 HU11)        	| RA, DEC 15 48 44.98 -20 04 18.9	| EL, AZ: 38.0  261.4	| Mag: 23.0 	| moon_dis: 24.4 
612584 (2003 QX113)                	| RA, DEC 23 00 56.34 -06 55 20.4	| EL, AZ: 37.7  80.9 	| Mag: 23.0 	| moon_dis: 128.2
674118 (2015 KH162)                	| RA, DEC 16 16 40.94 -00 47 41.3	| EL, AZ: 37.6  287.4	| Mag: 22.1 	| moon_dis: 36.1 
763666 (2012 HX87)                 	| RA, DEC 15 39 07.33 -26 57 21.7	| EL, AZ: 37.2  252.4	| Mag: 22.6 	| moon_dis: 23.5 
671467 (2014 LO28)                 	| RA, DEC 22 18 08.86 +11 28 31.8	| EL, AZ: 37.2  54.0 	| Mag: 21.4 	| moon_dis: 124.7
65489 Ceto (2003 FX128)            	| RA, DEC 16 13 11.69 +00 32 19.3	| EL, AZ: 36.2  288.3	| Mag: 23.1 	| moon_dis: 36.1 
--------------------------------------------------------------------------------------------------------------------------------------------------------


Local Time: 2026-05-01 06:00 -- UTC: 2026-05-01 09:00
55576 Amycus (2002 GB10)           	| RA, DEC 20 50 55.87 -19 39 11.8	| EL, AZ: 84.9  54.7 	| Mag: 21.7 	| moon_dis: 93.8 
95626 (2002 GZ32)                  	| RA, DEC 20 09 26.17 -22 41 00.8	| EL, AZ: 84.5  268.1	| Mag: 20.2 	| moon_dis: 83.6 
15810 Arawn (1994 JR1)             	| RA, DEC 20 19 20.56 -18 01 40.7	| EL, AZ: 84.4  323.7	| Mag: 23.5 	| moon_dis: 87.2 
667474 (2011 JX31)                 	| RA, DEC 19 40 50.54 -19 54 05.7	| EL, AZ: 77.5  280.0	| Mag: 24.1 	| moon_dis: 78.0 
469442 (2002 GG166)                	| RA, DEC 19 19 58.19 -29 44 38.9	| EL, AZ: 72.1  242.6	| Mag: 20.2 	| moon_dis: 71.2 
678191 (2017 OF69)                 	| RA, DEC 20 52 20.16 -03 25 34.4	| EL, AZ: 70.3  14.0 	| Mag: 20.8 	| moon_dis: 99.5 
10199 Chariklo (1997 CU26)         	| RA, DEC 21 39 46.40 -04 18 54.5	| EL, AZ: 65.6  43.6 	| Mag: 19.4 	| moon_dis: 110.4
470599 (2008 OG19)                 	| RA, DEC 21 58 04.31 -08 19 41.9	| EL, AZ: 65.1  58.1 	| Mag: 21.0 	| moon_dis: 113.1
307261 Mani (2002 MS4)             	| RA, DEC 19 19 14.02 -04 53 57.9	| EL, AZ: 64.8  311.8	| Mag: 20.4 	| moon_dis: 76.9 
5145 Pholus (1992 AD)              	| RA, DEC 18 51 15.85 -14 27 11.7	| EL, AZ: 64.5  284.1	| Mag: 22.1 	| moon_dis: 67.7 
50000 Quaoar (2002 LM60)           	| RA, DEC 18 50 20.63 -14 49 34.0	| EL, AZ: 64.4  283.1	| Mag: 18.9 	| moon_dis: 67.4 
28978 Ixion (2001 KX76)            	| RA, DEC 18 40 08.87 -32 13 56.1	| EL, AZ: 63.2  242.7	| Mag: 19.4 	| moon_dis: 62.5 
(2001 KA77)                        	| RA, DEC 18 23 38.32 -16 14 18.8	| EL, AZ: 58.8  275.8	| Mag: 22.1 	| moon_dis: 60.9 
225088 Gonggong (2007 OR10)        	| RA, DEC 22 32 40.03 -10 00 23.2	| EL, AZ: 58.8  70.9 	| Mag: 21.5 	| moon_dis: 120.1
(2013 RQ98)                        	| RA, DEC 22 37 51.81 -41 07 39.6	| EL, AZ: 58.0  132.6	| Mag: 23.7 	| moon_dis: 103.8
(2001 QW322)                       	| RA, DEC 22 39 12.06 -11 11 09.0	| EL, AZ: 57.9  74.3 	| Mag: 24.4 	| moon_dis: 121.0
363330 (2002 PQ145)                	| RA, DEC 22 34 52.68 -08 23 14.1	| EL, AZ: 57.6  68.7 	| Mag: 22.6 	| moon_dis: 121.3
(2005 LB54)                        	| RA, DEC 18 11 43.17 -23 10 26.1	| EL, AZ: 57.5  261.9	| Mag: 22.0 	| moon_dis: 57.0 
119951 (2002 KX14)                 	| RA, DEC 18 05 57.29 -23 32 58.0	| EL, AZ: 56.2  260.9	| Mag: 20.7 	| moon_dis: 55.6 
(2014 SR350)                       	| RA, DEC 23 04 22.49 -34 13 08.0	| EL, AZ: 55.1  117.7	| Mag: 23.8 	| moon_dis: 112.3
83982 Crantor (2002 GO9)           	| RA, DEC 23 02 10.93 -15 09 37.6	| EL, AZ: 54.1  84.6 	| Mag: 22.6 	| moon_dis: 123.7
